purchases,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
2,8f9c0dc510c12654a35d2add7a6c5d34,21211,"rio de janeiro",RJ
2,e43c9920240823d6c97bedc723c25281,05408,"sao paulo",SP
3,7f50c43baa66aae590aa1a067427cce5,30310,"belo horizonte",MG
2,7e30d2336a1f1182766cf6fb863d5554,04284,"sao paulo",SP
2,fbdd85f919749a8e7a1290c6452024e3,08452,"sao paulo",SP
2,b4b0901bb872cf9972b32a05733b3394,37070,varginha,MG
2,692074726678229d1fe1887a9f0abb14,18535,jumirim,SP
2,487b72af97cd4e1dcdfae25627f3ea8a,22011,"rio de janeiro",RJ
2,75b45ab225bf88fdd7f432507030a4b8,30150,"belo horizonte",MG
2,da8f764b90a3b800f31d093c22cd3074,13232,"campo limpo paulista",SP
3,c2919fbdb45366551c1e80d5cb35cd3f,38061,uberaba,MG
2,164ba50c15bd1157975375a75bbde58e,37655,itapeva,MG
2,d75a854dd5534f42bfac3299ac2d0b33,77940,"sitio novo do tocantins",TO
2,87a7c3090f96d9da963125a0d7f8193a,06114,osasco,SP
2,edb73fb9e9c6e283badde40e37f5c9e5,13360,capivari,SP
2,04d3c2795b83634312bf3f86f41f7901,29700,colatina,ES
2,ca55f9ebddc988ee65f4dea1a93ebc98,08761,"mogi das cruzes",SP
2,6abc999251612920bec93b3be616fa1d,04455,"sao paulo",SP
2,c40388c86f0334d1d69f33fc43322a8c,45985,"teixeira de freitas",BA
2,69f7e342c28eb22ef6845facd926e810,03437,"sao paulo",SP
3,1da09dd64e235e7c2f29a4faff33535c,24020,niteroi,RJ
2,f497dd3ee9e4ef33b42acd82713e4bf3,08341,"sao paulo",SP
2,7db92cbb797de39eebe3bc986be820f8,03524,"sao paulo",SP
2,d7b402c756be57180fa0df36f58d8b7f,33400,"lagoa santa",MG
3,9d31457a03125fc870787a251760315a,05025,"sao paulo",SP
3,ab744045d2445f5bae53b57a4b99bfbf,09240,"santo andre",SP
2,0994750c9c22a140010ed86aad2d044b,96015,pelotas,RS
4,f34cd7fd85a1f8baff886edf09567be3,89120,timbo,SC
2,876c5f7ffcad19a82c0da218ecf56ba3,78135,"varzea grande",MT
2,8ba03ea7a871bdaebd65e7a4ced27c2d,29178,serra,ES
2,f526077dd7bdfdb1a6e10cd6b194b548,24130,niteroi,RJ
2,99e2f46c9fe0bba48bd131ddac456549,21221,"rio de janeiro",RJ
2,4220ae19dee604e8c1dddccd4e535502,18830,tejupa,SP
2,5b26618da34612cc4947bbf6ef4fb67c,11055,santos,SP
2,7acf19ddc75a0935581845e1c89edb3c,12233,"sao jose dos campos",SP
2,e8569c57efe3adf347b3e92ec04d1f91,20745,"rio de janeiro",RJ
2,a0f0a2082b269a9715ba874c94b592f3,80240,curitiba,PR
2,92fc4892f11581ee802e8e2fa4296433,99150,marau,RS
2,dc1dac999319e4de0009df7ad0d02104,13225,"varzea paulista",SP
2,7c588c097689b0b77fd73d171332b0ba,01312,"sao paulo",SP
2,0a5fab743da859b3f10a409bbb132a5a,27330,"barra mansa",RJ
2,f2ab7bd70a9a23df0dac0be98f038374,14071,"ribeirao preto",SP
2,73de7b7b976fc6b75283b05f67fd6b5b,12570,aparecida,SP
2,f8ac33ce25aad89ade14c52fac3cc452,90430,"porto alegre",RS
2,cbc71e02efb1d43b84f80b2a64d6013c,03407,"sao paulo",SP
2,2fb6dae4fb3a2f917940978144362cd2,84900,ibaiti,PR
2,9a6a921e2fdd2e6ba9c4fbdf24381248,40285,salvador,BA
2,ee04cc9bca4c9198bec5c54c2542dd3b,08676,suzano,SP
2,ab0faabf48c8c0108c13277d2b701f16,39529,"riacho dos machados",MG
2,28ad66c8baf13c85d2a936d0b06e73f6,13140,paulinia,SP
2,d44f553a3663a6323c901cf1f0a47c87,08021,"sao paulo",SP
2,793c14202ef7966472e9246fd83b0ae8,04416,"sao paulo",SP
2,c130bf40aa6d3bdb444b04a8d78adf5a,05363,"sao paulo",SP
2,3b92b8617254e581d164b5d213d437a2,36205,barbacena,MG
2,0c4c416f1f9844e6805b074f8f96f52c,30286,"belo horizonte",MG
2,7cb9a6b438fe0a5f228bfd32ff9e1a11,30720,"belo horizonte",MG
2,7a6b4947e01039432cac229435d058ee,13486,limeira,SP
9,3e43e6105506432c953e165fb2acf44c,11701,"praia grande",SP
2,e0ec2e3c3f6e06839e8fb986be65c7c5,03623,"sao paulo",SP
2,a944a93bfa1d65b1523c45f9ccb01ec0,88311,itajai,SC
2,1f98e3467d2b48dfb44fc12b137d3447,05074,"sao paulo",SP
2,ae11ab40faeb1f8b85f6308e052bd710,96820,"santa cruz do sul",RS
2,c6b2ccbe75ac5addb40fcff5db96a5c1,39270,pirapora,MG
2,ac64c33e439eba6713e1743e070ef50e,02335,"sao paulo",SP
2,e0233c751408137ec5cdde0c37e6a61a,37558,"pouso alegre",MG
3,39104edef5e46d7b8c61848cc95e6d97,08694,suzano,SP
5,56c8638e7c058b98aae6d74d2dd6ea23,37800,guaxupe,MG
2,c694ffd0ff6d172ecf34fcd4202c8693,13085,campinas,SP
2,e8da63b2f86c44c750599dbe9d95b7d2,32220,contagem,MG
2,ed91e2bcbc71d72c1d7871961a01d3e3,09973,diadema,SP
2,556ffcdd6185be1c44ea83be3b1b5f86,83701,araucaria,PR
2,e1407f4d2fd92ed069307bb0b836615a,65800,balsas,MA
2,b525fc8cce07342fb00ab3b2667c8eb9,35582,pains,MG
2,083ce299ea3fc1eba79bd0b17f64555b,04119,"sao paulo",SP
2,ef89c781d27561d99c4b90783fde3c57,62790,redencao,CE
2,d8e4bf349af9df104faeef494ad2c6de,11410,guaruja,SP
2,7e222c2054b16d50c5c2e746d14dc313,91170,"porto alegre",RS
2,1cc48564488184883cc7923b82c7b3f9,51020,recife,PE
2,89672d977dd21afa429505c66a1abc17,88495,garopaba,SC
2,527c6fbbe85cdf78ff1645e0a71e266f,01455,"sao paulo",SP
2,71048f40f553973d48d6fe35d01a3afb,66913,belem,PA
2,9910e92c18776a14048773cef6592b91,22410,"rio de janeiro",RJ
2,d970a2354b55cfb67fa5840b9b4936ed,85802,cascavel,PR
6,de34b16117594161a6a89c50b289d35a,09130,"santo andre",SP
2,1372bab98f9966bcd4a6fa3e6df6dde8,04104,"sao paulo",SP
2,e271fa40aa8fea4e0f304b3768b65d6a,03069,"sao paulo",SP
2,f121995493925a5ef0b46a13f594e0ab,03169,"sao paulo",SP
2,4f2029f4e7aea8455f5c1cb9de0b7ccd,35240,"conselheiro pena",MG
2,98b69c34f0422d2e025280b55531166e,09850,"sao bernardo do campo",SP
2,43255e3df6cda368809baa2fc72872c8,20541,"rio de janeiro",RJ
2,d7bf7cfe09c3d0f40e1cabde2dc17fd4,18044,sorocaba,SP
2,f2e0c95f9c0e971bb561b11ecf5a95d3,09895,"sao bernardo do campo",SP
2,208fe9aa6033a77419f8f503b7698e03,93010,"sao leopoldo",RS
2,fa494e4132e6539d70a8478f1d0cf3e3,01423,"sao paulo",SP
2,e77723abebdc6d6b95814047f75c2aab,05372,"sao paulo",SP
2,19da55454167240f3a4a39430007d074,23540,"rio de janeiro",RJ
2,925751a747a151a7fa97f2f686d028c3,52060,recife,PE
2,580e86cc6d0c8eafede3d6f2fa4bf9ab,54768,camaragibe,PE
2,c1c17398c133e0b88ab63b2e29dbb2bf,30140,"belo horizonte",MG
2,3725c5b8c1cf5ee69158f66922a862c4,71625,brasilia,DF
2,18bc87094128bbfe943cf88adcf72059,01238,"sao paulo",SP
2,5af103d3f12fd83434cb97578a1e8d49,29902,linhares,ES
2,e424731f7e9ccc9f3384b8b71378cbf7,13348,indaiatuba,SP
2,846e4612bebdefeb3a65aa63fee59e3a,87060,maringa,PR
2,4d2a058cead19bc1e7b3580be5893b2b,09572,"sao caetano do sul",SP
3,c27a30338b5d9d59399825f77e7dcc61,65085,"sao luis",MA
2,0abee71cd257861a0944e2a81cea4a50,28030,"campos dos goytacazes",RJ
2,32cbbf7b9770feb67a514300686f5485,36120,"matias barbosa",MG
2,e76f5c3699e402d57852989386ab1cc4,05444,"sao paulo",SP
2,4291db0da71914754618cd789aebcd56,18570,conchas,SP
2,bd9faf610de6660a02b39510406c8e9f,19600,rancharia,SP
2,0ef7b906320b21fe4d39f99496aaa2d8,25555,"sao joao de meriti",RJ
2,9a2344afe2d1a43559906bd456567a9b,18550,boituva,SP
2,d4e5ada242c876e58b2dbbcfaa80d977,04880,"sao paulo",SP
2,bb9de7a757d93065939c7da2a3cd8ce4,55590,ipojuca,PE
2,4f4943d1a8ac2c4a65d4fba25ee8c0bb,13207,jundiai,SP
2,ed7ecb1bd52fef9f35d06b0f09c79539,30662,"belo horizonte",MG
2,211aaecea827d378c879c2b2f667c89d,04104,"sao paulo",SP
2,dbdfcd1e9de47452f3c9b0229bc0edc3,37600,cambui,MG
3,2004ba7732339d9be65f2236d8887ae4,22450,"rio de janeiro",RJ
2,f043529722a354cd3f185270e0c6aa15,04814,"sao paulo",SP
2,0ad7cb4f48f2a2cf5080e3c19c7cf98c,12422,pindamonhangaba,SP
2,f7b981e8a280e455ac3cbe0d5d171bd1,80030,curitiba,PR
2,5457ae2c352c18e3bf5cba68301d96a8,14820,"americo brasiliense",SP
2,640e0d867e85601bd8e64029df6034b5,02534,"sao paulo",SP
3,320e13a9e22b4e4cda8c17ed1c140ce0,13660,"porto ferreira",SP
2,4d191bb8e1eea602e77b4ab62cf4daac,30130,"belo horizonte",MG
2,6bd33258105ef24dbf6d82bb7e3a06b2,71060,brasilia,DF
2,ff44401d0d8f5b9c54a47374eb48c1b8,13070,campinas,SP
2,6f22857001b77949eb8110295fced3ff,11065,santos,SP
3,e325e139452a1ca05f5a33acedd7d94f,05335,"sao paulo",SP
2,209e5691e2cda59cd71e45417d7f95a2,89190,taio,SC
2,525cda9909aa001ebed396f6e55eae01,89120,timbo,SC
2,7c8f8d3ff715607148146c64ecb64b11,36152,goiana,MG
2,a5bdd83dc32225fadcedd741693cede2,05186,"sao paulo",SP
5,4e65032f1f574189fb793bac5a867bbc,09531,"sao caetano do sul",SP
2,fc685f5d020dbc22ef7dae7822f336dc,38320,"santa vitoria",MG
2,d3738b2218832d0397dbbceffa3f3514,03694,"sao paulo",SP
2,7d87ba0bd6466390cf5d4c9735236086,06530,"santana de parnaiba",SP
2,2c961ee955abb3ac9a80babd54ed4156,02312,"sao paulo",SP
2,805e5a317f4b3e1afccb9dfd71287a36,24220,niteroi,RJ
2,82809cee3c35eb89b4dd4d2d1a22eedf,13040,campinas,SP
2,a2c15de05ef380b5a7eaf915898926db,20241,"rio de janeiro",RJ
3,6eefa309faab7725bf4b9dce147e4ae6,15930,"candido rodrigues",SP
2,49eb3e27a6fc361609658d710948cef7,18520,cerquilho,SP
2,a24587c47d40ff560266576b543d16d8,13360,capivari,SP
2,39fff7cb5873a7116b02234bd1e6c6dc,11320,"sao vicente",SP
2,684fdd89d877968793cfb9c8f7ef7874,13212,jundiai,SP
3,e13e8b789e5a8e6fe1445f924a4ed4f6,41815,salvador,BA
3,b3a6549b3cd47a7117094faafce8b10d,06036,osasco,SP
2,1a2ede4e787ad199c46719ecb02d81ea,02512,"sao paulo",SP
3,af5454198a97379394cacf676e1e96cb,11900,registro,SP
2,64652d43a3e2bbf0ce0ac8675b21b0c8,75828,"chapadao do ceu",GO
2,f3b75d6f1b2a6555223b35fcb52dcf54,88705,tubarao,SC
2,e2439c7b04c3500e7a4aa7a208e78f70,03430,"sao paulo",SP
2,da8ac849037c7201a41a4db0b1fa963e,03688,"sao paulo",SP
2,bce006e903be688f122a39f45b210090,91760,"porto alegre",RS
2,7d35f5764e668c9deade51c2fd31758a,33130,"santa luzia",MG
2,e7039843c54c69530bbf70d926baaab6,02866,"sao paulo",SP
2,e61f0f032bc92cadf0ec55f9c1c8b5ec,13848,mogi-guacu,SP
2,6e2f539e9e0e323859a81079581db712,07132,guarulhos,SP
2,246ef4748f64c4e716b4356d570967a1,89235,joinville,SC
2,65e2735427dedd6a787e5b065b3cc41e,11705,"praia grande",SP
2,87603dde65ee7120467ddda1a883bb24,74720,goiania,GO
4,b2bd387fdc3cf05931f0f897d607dc88,14027,"ribeirao preto",SP
2,70f0fca2435f0fa72fe85699630791fc,85415,cafelandia,PR
2,5c65a2076c901f375b01aad3a60c7447,25730,petropolis,RJ
2,089bc915af34d9041b3a88a1aa84292b,05884,"sao paulo",SP
3,b2e9a05d23ea17713b5d7799f2004f8e,02411,"sao paulo",SP
2,cb4f48aa5b4657435b012a65f2a122eb,35960,"santa barbara",MG
2,e4d18909afd252a0289765acc614d3e0,02071,"sao paulo",SP
2,a6ea57f856565adf869941339028fa05,02731,"sao paulo",SP
3,93360190b9375a40b65720ee99387a4a,87005,maringa,PR
2,3c166bd80203dfb723ba32f64bedd87b,78390,"barra do bugres",MT
2,46b061196b47dfe9318d38bab6a40ee7,11722,"praia grande",SP
2,96701d73665eab8fc6fecb9863266efe,03040,"sao paulo",SP
2,96d3a3257161c32fe93aea0e38b16515,22451,"rio de janeiro",RJ
3,30a81e307f19e822e7199139fe52b1b0,39820,"novo cruzeiro",MG
2,c2a444c39a2d87b50039f910db917e3d,37551,"pouso alegre",MG
2,cc025521d96a3005316b61cde71907db,23087,"rio de janeiro",RJ
2,dd47740f3c285d15d8c9c72fc204e78a,31035,"belo horizonte",MG
3,455c17b35969ca198c17f2fc9e8eba1b,41610,salvador,BA
2,4046cc9e4828038b58ee191e1f713466,04213,"sao paulo",SP
2,d270eb25f6d487d94778d358b01c651f,07134,guarulhos,SP
2,d7b4f3c9c89ba771ef099693c61d7085,33400,"lagoa santa",MG
17,8d50f5eadf50201ccdcedfb9e2ac8455,04045,"sao paulo",SP
2,25314849bf706df0e00da89ccff9bdc3,17516,marilia,SP
2,e9c905c9d93eadb270434d5f1de50fee,87970,"nova londrina",PR
2,a484d6a80277ccf24d9980cf34c47546,02242,"sao paulo",SP
2,56d6d1ae03e95325991e4c77bf3cbe53,70687,brasilia,DF
2,7e75aeef30d7e9d4ac860fcc8eaa8812,11520,cubatao,SP
4,b8b3c435a58aebd788a477bed8342910,95585,"arroio do sal",RS
2,87c907fa30dd1bd3709c84b912b50c7f,30170,"belo horizonte",MG
2,23b2d37ef78f3c8dcb31f5eefc30190a,14300,batatais,SP
2,5a21363c92f912e70cb482c96bc03af3,12942,atibaia,SP
2,95d47153b9bc4d0fe3b9c714c4b19c3b,38610,unai,MG
2,f68cbab6cbaab1d6226e2dafed486578,74315,goiania,GO
2,87ae4c644c15d9c6b6f826dfec33b340,27273,"volta redonda",RJ
2,59d66d72939bc9497e19d89c61a96d5f,02435,"sao paulo",SP
2,58aa424ba24df5dc745e1a3941abc5a3,08593,itaquaquecetuba,SP
3,e016365b624d1755f3e2d0e8f1631ebb,68530,"rio maria",PA
2,7c67f115342d01560cd438fad6346a3c,19700,"paraguacu paulista",SP
3,34b0cd95480e55c2a701293a2b9671b3,05171,"sao paulo",SP
2,8b1aed2dad15fcad8eb2a5c555e2d26e,02441,"sao paulo",SP
4,083ca1aa470c280236380973a48f77c6,58051,"joao pessoa",PB
2,fa0cf5b25732a933725b83d2f716000a,03557,"sao paulo",SP
3,7a311d62282fa63be12b02aef2fd21d1,04140,"sao paulo",SP
2,ee5c5d0ff3ff8e904b5c2b66dd471b01,06434,barueri,SP
2,913e4a0664572d0652473b98b808e7b5,38625,"cabeceira grande",MG
2,6be28ae15cd1e7b3f3f36ac483512822,95041,"caxias do sul",RS
2,220bcdd6ae284ed1a273d99003fa8a0e,04516,"sao paulo",SP
3,06a52782a04f0086d16b9c22d0e29438,79826,dourados,MS
2,175b8225bdd99e95a64e07a6c06e8746,13416,piracicaba,SP
2,5e0aa142dc4760e62a74c1830cbf91b1,29845,"boa esperanca",ES
2,929b8bad532f969fc414b7831ff3360d,95580,"tres cachoeiras",RS
2,7b32049d8495d56c8b27eae575921a60,50940,recife,PE
2,bd8ee6a65c4d647953792da821444580,04543,"sao paulo",SP
2,50ad9fb3ba7f8cf336529fe94a182996,22790,"rio de janeiro",RJ
2,88c11a241bcbd239da19623bb23891a9,38703,"patos de minas",MG
3,821e75291b1ad362e614c0ea79fc95a6,08572,itaquaquecetuba,SP
2,7370a0c1920f4a92e1f09463099e9b42,87502,umuarama,PR
2,baa8144c90cc484cda27858b86a32f99,06233,osasco,SP
2,688d5274462f91fa0332582b748ce41d,11900,registro,SP
2,8746f1ba2e19bcf8bc03a946a0923d78,83511,"almirante tamandare",PR
2,8ca8b8dc60280d1f97c1c6817655ab63,89205,joinville,SC
2,5d2dfd15300a557c1ddfad56a8460226,70767,brasilia,DF
2,76c9a12722537319e44c31e70b7815c3,13960,socorro,SP
2,526126c9f6a2a58d226b574d4d6c2278,14020,"ribeirao preto",SP
2,1590457b4be348b165ff7030a6f94dce,03542,"sao paulo",SP
3,cecc19ff12c206e6368dd1e9c22a848d,18300,"capao bonito",SP
3,08c07c761592a71b85136aa4fe76a6f4,48890,valente,BA
2,e9e9aa9ebf0957826090f74c9f5fd4e4,11702,"praia grande",SP
2,272f0ffe236b0bf765e14f5a2b577a6b,09710,"sao bernardo do campo",SP
2,139093b1c6e7e3108ac0469ce43bfb99,24240,niteroi,RJ
3,86df00dc5fd68f4dd5d5945ca19f3ed6,90240,"porto alegre",RS
2,7cbf84875196ee1d04dc880ebbfaa7ef,12243,"sao jose dos campos",SP
2,6d443b75cff956bb73dce7385033e266,13215,jundiai,SP
2,8cfc5350efe3bce6a0d6f96fbaf2c3b4,35530,claudio,MG
2,83935d750c83951d7d0211a3c60e78fd,23585,"rio de janeiro",RJ
2,eeea20d93b0e221411defcabab3c8949,15460,icem,SP
3,9947c0ed8bf41cd508a78da36abc1d41,13211,jundiai,SP
2,7330a3475a2c65878c2c9b95266bef04,80320,curitiba,PR
2,b09f1bff1aff13c997af071602bc048b,03755,"sao paulo",SP
2,6457b2cb5462c1217e8e6d36b0ff39d2,05842,"sao paulo",SP
2,d7b918d0c8219843c0a245d589680a60,04727,"sao paulo",SP
2,015557c9912277312b9073947804a7ba,13870,"sao joao da boa vista",SP
2,426a9c4b189f4342ea12e7cc9d48a883,22790,"rio de janeiro",RJ
2,b0ac5b393b78a6e8185fd3acb154748d,99150,marau,RS
2,1a15eecd72a08e1134ba406c7a7998e6,02122,"sao paulo",SP
2,daa7bbf7016cc30bf64f97d1db63e5e6,06210,osasco,SP
2,69768afd389429f6ec48199e5fb8e61a,05415,"sao paulo",SP
2,6d97028799b1d0a91160e11d45cfeb7b,39730,virginopolis,MG
2,4837d18df7cb3d4baf1a3959d0244554,29360,castelo,ES
2,8ac0c45f8e89a3d25738b3700ee9e132,25850,"paraiba do sul",RJ
2,cef44ce121b124fdc3438472b1ac4e9a,86020,londrina,PR
2,4c0bac678bfb8ff0becd5b393b45a884,30550,"belo horizonte",MG
2,3c3dbbf3d36a7a4587efada79a3166cd,11740,itanhaem,SP
3,dc48b0a1b0e6abb6586f322c189f6b93,40080,salvador,BA
2,20282afdbe6cf22d5f5a956d8b5a3f78,36328,"santa cruz de minas",MG
2,bbe8686a830c0caaf68452997d73d396,68907,macapa,AP
2,5d923ccb7548741c453df5a825da2515,12606,lorena,SP
4,a239b8e2fbce33780f1f1912e2ee5275,69054,manaus,AM
2,31aa2034dc4b34b06487e22a53b4a07a,59507,"alto do rodrigues",RN
2,4b9c1e46a59a75a9af94bc7e355b97a0,03807,"sao paulo",SP
2,0f187f58097c5431d5244e1fe1383884,19360,"santo anastacio",SP
2,5a689ab0069d25bc6c2be47d4b3863d4,22251,"rio de janeiro",RJ
2,071bb277b0146da77fac31e70657815e,22020,"rio de janeiro",RJ
2,4e1554d1a2dcb38dcf22770eb7390fe1,70384,brasilia,DF
2,0ecc403ec5d6ce000fd84f00cd5efb0a,07115,guarulhos,SP
2,1e0926e360000226b237bf277aec3380,30530,"belo horizonte",MG
